"tipo_cultivo","tipo_suelo","metodo_riego","fertilizacion_utilizada","nivel_tecnificacion","volumen_agua","rendimiento_cultivo","eficiencia_agua","densidad_siembra"
"cacao","franco","gravedad","orgánica","bajo",6780,1527,0.2252,3936
"cacao","franco","goteo","química","bajo",5764,1420,0.2464,4645
"maíz","franco","goteo","mixta","medio",6494,8461,1.3029,2137
"sandía","franco","gravedad","mixta","bajo",6465,11343,1.7545,2925
"maíz","franco","aspersión","mixta","medio",6673,9571,1.4343,3713
"cacao","arcilloso","aspersión","mixta","medio",7745,1873,0.2418,2428
"maíz","franco-arcilloso","gravedad","orgánica","bajo",7769,9234,1.1886,2615
"sandía","arenoso","aspersión","química","medio",7071,12996,1.8379,4829
"cacao","arenoso","aspersión","orgánica","bajo",6519,1563,0.2398,3806
"banano","franco","gravedad","orgánica","bajo",8854,20914,2.3621,3742
"plátano verde","franco","gravedad","orgánica","medio",8018,21450,2.6752,3559
"plátano verde","arcilloso","goteo","química","alto",5939,19842,3.341,4041
"melón","franco-arcilloso","aspersión","química","medio",4914,10370,2.1103,4411
"melón","arcilloso","aspersión","mixta","bajo",6342,8938,1.4093,3196
"cacao","franco","gravedad","orgánica","alto",5351,1335,0.2495,3846
"melón","franco","aspersión","orgánica","medio",6290,8792,1.3978,3899
"banano","arcilloso","goteo","mixta","medio",4747,28499,6.0036,4254
"cacao","franco-arcilloso","gravedad","orgánica","medio",7350,1439,0.1958,5397
"banano","arcilloso","aspersión","química","alto",7032,27574,3.9212,2570
"plátano verde","arcilloso","gravedad","química","medio",7075,21891,3.0941,2872
"plátano verde","arcilloso","aspersión","química","bajo",8170,24685,3.0214,4884
"banano","franco-arcilloso","gravedad","orgánica","alto",7645,32617,4.2664,5269
"sandía","franco","gravedad","mixta","medio",7960,15217,1.9117,4599
"cacao","franco","goteo","química","alto",7321,1644,0.2246,5412
"maíz","arcilloso","goteo","mixta","bajo",6079,9323,1.5336,3762
"cacao","franco-arcilloso","gravedad","orgánica","alto",6052,1552,0.2564,4644
"melón","franco-arcilloso","goteo","química","medio",5991,11947,1.9942,3501
"melón","franco","goteo","mixta","medio",6812,10541,1.5474,4463
"arroz","arcilloso","goteo","mixta","medio",6593,7420,1.1254,4115
"melón","arcilloso","aspersión","química","bajo",7462,11768,1.5771,2724
"cacao","franco-arcilloso","gravedad","orgánica","medio",7173,1569,0.2187,3294
"plátano verde","franco-arcilloso","goteo","mixta","bajo",8101,19967,2.4648,3438
"cacao","franco-arcilloso","goteo","orgánica","alto",7200,1444,0.2006,3762
"arroz","arenoso","gravedad","química","alto",5711,8662,1.5167,4333
"sandía","arcilloso","goteo","química","alto",5486,11171,2.0363,3589
"maíz","franco-arcilloso","goteo","química","bajo",7008,8514,1.2149,7134
"cacao","arcilloso","goteo","química","medio",6487,1427,0.22,3082
"sandía","arenoso","aspersión","química","bajo",5394,11337,2.1018,1970
"maíz","arenoso","gravedad","mixta","bajo",6723,9235,1.3736,3921
"sandía","franco-arcilloso","gravedad","química","alto",7313,13436,1.8373,4841
"maíz","arenoso","aspersión","química","bajo",6744,8398,1.2453,3930
"plátano verde","arcilloso","aspersión","química","medio",8399,19153,2.2804,3864
"melón","arcilloso","gravedad","química","medio",8165,9272,1.1356,5926
"cacao","franco","goteo","orgánica","bajo",6622,1162,0.1755,4296
"melón","arcilloso","gravedad","mixta","medio",8297,10373,1.2502,3327
"plátano verde","franco","gravedad","orgánica","bajo",7237,18979,2.6225,3145
"arroz","franco","aspersión","mixta","bajo",7113,8324,1.1703,2313
"cacao","arcilloso","goteo","orgánica","alto",5305,1633,0.3078,4635
"arroz","franco-arcilloso","goteo","orgánica","bajo",4462,7562,1.6948,3800
"plátano verde","arenoso","goteo","mixta","medio",13228,8348,0.6311,3858
"maíz","arcilloso","gravedad","mixta","alto",5441,9811,1.8032,4540
"melón","franco-arcilloso","goteo","orgánica","alto",7057,9348,1.3246,3202
"sandía","franco","aspersión","mixta","alto",6363,12351,1.9411,3078
"sandía","arenoso","goteo","orgánica","medio",7520,10977,1.4597,4318
"cacao","franco-arcilloso","gravedad","mixta","medio",4713,1436,0.3047,3003
"maíz","arcilloso","goteo","mixta","medio",5818,8264,1.4204,4876
"plátano verde","arcilloso","aspersión","mixta","bajo",4786,22285,4.6563,5465
"arroz","arenoso","gravedad","mixta","medio",9208,7740,0.8406,2822
"plátano verde","arcilloso","goteo","mixta","medio",7584,24137,3.1826,4214
"maíz","franco-arcilloso","gravedad","orgánica","medio",5907,8432,1.4275,4055
"sandía","arcilloso","aspersión","mixta","medio",9139,11653,1.2751,2472
"arroz","arenoso","goteo","química","bajo",6175,6582,1.0659,3316
"arroz","franco-arcilloso","aspersión","química","medio",6418,9414,1.4668,2935
"cacao","franco","aspersión","orgánica","medio",7719,1674,0.2169,2561
"plátano verde","arcilloso","goteo","orgánica","alto",4418,24649,5.5792,3284
"sandía","franco-arcilloso","goteo","mixta","alto",7473,10973,1.4684,5148
"banano","franco-arcilloso","gravedad","química","medio",4206,22201,5.2784,4201
"melón","arenoso","aspersión","mixta","medio",5486,11468,2.0904,4216
"plátano verde","franco-arcilloso","gravedad","mixta","medio",5995,23836,3.976,3013
"plátano verde","arcilloso","gravedad","mixta","bajo",5546,16171,2.9158,3928
"arroz","arenoso","goteo","mixta","bajo",6686,7767,1.1617,4210
"arroz","franco","gravedad","química","bajo",6830,7119,1.0423,4509
"cacao","arenoso","gravedad","mixta","bajo",7783,1385,0.178,4505
"sandía","franco-arcilloso","goteo","química","medio",6354,13059,2.0552,4599
"sandía","franco","gravedad","orgánica","bajo",8376,10432,1.2455,3490
"cacao","arenoso","goteo","química","medio",5673,1323,0.2332,1979
"maíz","arcilloso","aspersión","orgánica","medio",7502,9428,1.2567,3974
"melón","arenoso","aspersión","orgánica","medio",4842,10498,2.1681,4394
"cacao","franco-arcilloso","aspersión","orgánica","bajo",8007,1146,0.1431,3172
"sandía","franco","gravedad","química","bajo",5164,12237,2.3697,5364
"banano","franco-arcilloso","goteo","mixta","bajo",7026,26780,3.8116,5458
"melón","arcilloso","aspersión","química","alto",6182,10392,1.681,4033
"cacao","franco","gravedad","orgánica","medio",6541,1640,0.2507,3817
"sandía","franco","goteo","orgánica","medio",5813,12097,2.081,5538
"banano","franco-arcilloso","aspersión","química","bajo",8173,26657,3.2616,4599
"banano","franco","gravedad","orgánica","medio",6365,23973,3.7664,2889
"banano","franco","gravedad","orgánica","medio",5484,23524,4.2896,4021
"sandía","franco-arcilloso","goteo","química","medio",8356,7301,0.8737,4801
"cacao","arenoso","gravedad","orgánica","bajo",6778,1674,0.247,4050
"melón","franco-arcilloso","goteo","orgánica","medio",7781,10154,1.305,5236
"melón","franco","goteo","orgánica","medio",4296,10802,2.5144,2462
"cacao","arenoso","aspersión","orgánica","bajo",6618,1583,0.2392,5430
"sandía","franco","goteo","orgánica","bajo",7926,13628,1.7194,4389
"sandía","franco","aspersión","orgánica","alto",8411,11861,1.4102,3269
"melón","arenoso","aspersión","orgánica","medio",9656,10030,1.0387,4104
"arroz","franco","aspersión","química","medio",5956,7340,1.2324,3851
"melón","arcilloso","gravedad","mixta","medio",7251,8574,1.1825,3673
"sandía","franco-arcilloso","goteo","química","bajo",6026,11372,1.8872,3322
"cacao","franco","goteo","mixta","medio",7318,1714,0.2342,3284
"arroz","arcilloso","goteo","química","bajo",6984,7806,1.1177,3592
"sandía","franco","aspersión","mixta","bajo",6264,11520,1.8391,4395
"sandía","arcilloso","goteo","mixta","bajo",6667,12801,1.9201,4459
"sandía","franco-arcilloso","gravedad","química","alto",7467,14280,1.9124,3591
"sandía","franco-arcilloso","goteo","mixta","medio",10166,11592,1.1403,3939
"maíz","arenoso","aspersión","orgánica","bajo",6115,7961,1.3019,4580
"melón","arcilloso","gravedad","mixta","bajo",6000,7966,1.3277,4806
"plátano verde","arenoso","aspersión","mixta","medio",6041,26079,4.317,5033
"maíz","arenoso","gravedad","orgánica","bajo",7526,7314,0.9718,3424
"banano","franco","goteo","orgánica","alto",7314,28213,3.8574,3900
"maíz","arcilloso","aspersión","química","medio",5986,8353,1.3954,5152
"cacao","franco","aspersión","mixta","alto",6441,1774,0.2754,4259
"sandía","arcilloso","aspersión","orgánica","medio",6801,11290,1.66,5337
"melón","franco-arcilloso","gravedad","orgánica","alto",6256,10859,1.7358,3896
"maíz","franco-arcilloso","aspersión","orgánica","bajo",6876,8286,1.2051,3546
"sandía","arcilloso","goteo","orgánica","medio",7176,12035,1.6771,3042
"plátano verde","franco","gravedad","orgánica","medio",6217,22930,3.6883,4510
"melón","arcilloso","goteo","mixta","medio",4309,10507,2.4384,3651
"arroz","franco-arcilloso","goteo","orgánica","medio",4826,8585,1.7789,4240
"arroz","franco-arcilloso","gravedad","mixta","medio",7696,6974,0.9062,5174
"plátano verde","arenoso","gravedad","mixta","bajo",8631,20319,2.3542,3643
"melón","arcilloso","goteo","orgánica","medio",5951,9485,1.5938,3191
"plátano verde","franco-arcilloso","gravedad","química","medio",6112,20268,3.3161,2688
"plátano verde","arcilloso","gravedad","orgánica","bajo",6482,20406,3.1481,2081
"arroz","arcilloso","goteo","mixta","bajo",9161,8562,0.9346,5151
"plátano verde","franco-arcilloso","aspersión","mixta","bajo",8042,20257,2.5189,2828
"arroz","franco-arcilloso","goteo","química","medio",5647,7997,1.4162,5953
"melón","franco","goteo","química","medio",4602,9097,1.9767,4504
"arroz","arenoso","goteo","química","medio",5798,7411,1.2782,4410
"cacao","arcilloso","aspersión","química","alto",6106,1248,0.2044,5625
"arroz","franco","aspersión","orgánica","medio",5722,8804,1.5386,3563
"arroz","arenoso","gravedad","mixta","bajo",6717,8386,1.2485,4607
"plátano verde","franco-arcilloso","aspersión","mixta","bajo",6402,24269,3.7908,3773
"cacao","franco-arcilloso","aspersión","mixta","medio",6172,1485,0.2406,4520
"melón","arcilloso","gravedad","mixta","bajo",8090,10010,1.2373,3486
"maíz","arenoso","aspersión","mixta","medio",13775,2734,0.1985,4659
"melón","arcilloso","goteo","orgánica","bajo",7979,8691,1.0892,4200
"arroz","arenoso","gravedad","química","medio",6595,7794,1.1818,6107
"arroz","franco-arcilloso","gravedad","mixta","medio",8682,8508,0.98,3930
"plátano verde","arcilloso","goteo","orgánica","bajo",7237,22049,3.0467,5340
"plátano verde","franco-arcilloso","goteo","orgánica","medio",3691,21414,5.8017,4872
"cacao","franco","aspersión","química","bajo",9072,1441,0.1588,3338
"plátano verde","franco-arcilloso","goteo","orgánica","alto",5314,24483,4.6073,4438
"cacao","franco","aspersión","mixta","medio",6467,1280,0.1979,3132
"banano","arenoso","goteo","química","bajo",7642,21760,2.8474,4363
"cacao","franco-arcilloso","goteo","mixta","medio",4922,1359,0.2761,4286
"cacao","arcilloso","gravedad","orgánica","bajo",5594,1308,0.2338,5300
"arroz","franco-arcilloso","gravedad","orgánica","medio",6802,7523,1.106,5352
"banano","franco-arcilloso","goteo","orgánica","alto",7764,29149,3.7544,2013
"plátano verde","franco-arcilloso","gravedad","química","alto",9498,24727,2.6034,4849
"maíz","franco","gravedad","orgánica","bajo",8380,9794,1.1687,4962
"sandía","arenoso","goteo","orgánica","alto",6703,12589,1.8781,4314
"arroz","franco-arcilloso","gravedad","mixta","bajo",7334,7932,1.0815,4354
"plátano verde","franco-arcilloso","goteo","orgánica","bajo",4715,23707,5.028,5205
"cacao","franco-arcilloso","gravedad","química","medio",5932,1120,0.1888,2924
"banano","arcilloso","goteo","mixta","alto",6016,22058,3.6666,3669
"maíz","franco-arcilloso","aspersión","química","medio",7530,8316,1.1044,4289
"banano","arcilloso","aspersión","química","bajo",5992,22435,3.7442,3464
"sandía","franco","gravedad","orgánica","medio",8449,12418,1.4698,3653
"banano","arenoso","gravedad","orgánica","medio",5957,25786,4.3287,3768
"arroz","arenoso","goteo","química","medio",8503,7177,0.8441,4209
"plátano verde","franco-arcilloso","aspersión","orgánica","medio",6644,15348,2.3101,3331
"melón","franco","goteo","orgánica","medio",6413,10458,1.6308,3640
"plátano verde","franco","goteo","mixta","medio",7287,18000,2.4702,3452
"arroz","arenoso","aspersión","mixta","bajo",7205,6367,0.8837,3285
"sandía","franco-arcilloso","aspersión","química","medio",8180,11375,1.3906,4127
"arroz","arcilloso","goteo","orgánica","alto",7889,7106,0.9007,4185
"sandía","arenoso","gravedad","química","medio",7929,12404,1.5644,2778
"maíz","franco-arcilloso","goteo","química","bajo",5885,8192,1.392,1754
"maíz","arcilloso","aspersión","orgánica","medio",5099,9854,1.9325,3394
"cacao","arenoso","gravedad","química","medio",7433,1380,0.1857,4201
"melón","franco","goteo","química","alto",5641,11081,1.9644,4100
"plátano verde","franco","gravedad","química","bajo",4359,21221,4.8683,4454
"melón","arcilloso","gravedad","química","medio",9566,10551,1.103,4142
"cacao","arcilloso","gravedad","orgánica","alto",7477,1537,0.2056,3339
"arroz","franco-arcilloso","gravedad","orgánica","bajo",6835,6967,1.0193,2555
"sandía","arcilloso","aspersión","orgánica","bajo",9340,11536,1.2351,4873
"banano","arcilloso","goteo","mixta","medio",6151,30015,4.8797,3703
"banano","arenoso","aspersión","orgánica","bajo",5932,25382,4.2788,3357
"melón","franco-arcilloso","aspersión","mixta","alto",8299,10970,1.3218,4010
"melón","franco","aspersión","orgánica","medio",5365,9658,1.8002,4860
"cacao","franco","aspersión","química","alto",5593,1756,0.314,4219
"cacao","franco-arcilloso","goteo","orgánica","bajo",6986,1137,0.1628,3808
"melón","franco","goteo","mixta","medio",8786,12869,1.4647,3993
"melón","franco-arcilloso","gravedad","química","medio",7587,9743,1.2842,3003
"sandía","arenoso","goteo","orgánica","alto",5112,13069,2.5565,3240
"cacao","franco","gravedad","mixta","bajo",8947,1466,0.1639,3308
"sandía","arenoso","aspersión","química","medio",7176,13077,1.8223,4525
"plátano verde","arcilloso","goteo","mixta","bajo",7766,21707,2.7951,3734
"melón","franco-arcilloso","goteo","orgánica","medio",7385,9096,1.2317,4646
"plátano verde","franco","gravedad","mixta","alto",7946,23615,2.9719,5131
"sandía","arcilloso","aspersión","química","bajo",4320,13048,3.0204,4353
"banano","arcilloso","gravedad","orgánica","medio",7978,22892,2.8694,4237
"sandía","franco","gravedad","orgánica","bajo",7794,10886,1.3967,2677
"banano","franco","aspersión","orgánica","bajo",7143,24163,3.3828,4880
"melón","franco","gravedad","orgánica","medio",8018,11493,1.4334,3936
"sandía","arenoso","goteo","química","alto",5027,10595,2.1076,2259
"maíz","franco-arcilloso","gravedad","mixta","bajo",7315,8272,1.1308,5283
"melón","arenoso","goteo","orgánica","medio",6340,9885,1.5591,4612
"cacao","franco-arcilloso","gravedad","química","bajo",6482,1423,0.2195,3543
"plátano verde","arenoso","gravedad","química","medio",8666,20439,2.3585,3103
"melón","arenoso","aspersión","química","medio",7491,12373,1.6517,4051
"melón","arcilloso","aspersión","orgánica","bajo",6436,8685,1.3494,1529
"banano","arcilloso","aspersión","química","bajo",6538,22165,3.3902,4463
"arroz","franco-arcilloso","goteo","orgánica","medio",12552,2360,0.188,4233
"banano","arcilloso","goteo","mixta","medio",8311,24780,2.9816,3543
"melón","franco","gravedad","mixta","medio",7047,11176,1.5859,2659
"arroz","arenoso","aspersión","química","bajo",8499,7756,0.9126,3833
"plátano verde","franco-arcilloso","goteo","química","medio",6355,21530,3.3879,3520
"sandía","franco-arcilloso","aspersión","química","medio",8116,13381,1.6487,3116
"cacao","franco","gravedad","química","alto",8130,1578,0.1941,4827
"plátano verde","arenoso","goteo","mixta","medio",3554,20136,5.6657,4167
"cacao","franco-arcilloso","goteo","química","alto",3917,1491,0.3806,3771
"banano","franco-arcilloso","aspersión","química","bajo",7304,27361,3.746,3533
"plátano verde","arenoso","gravedad","mixta","medio",7027,21080,2.9999,4891
"arroz","franco","aspersión","orgánica","medio",4778,9217,1.929,3274
"melón","arcilloso","aspersión","orgánica","medio",6274,10180,1.6226,2694
"plátano verde","franco-arcilloso","aspersión","mixta","alto",6911,27661,4.0025,4331
"plátano verde","franco-arcilloso","aspersión","química","alto",7301,24371,3.338,3853
"arroz","franco-arcilloso","goteo","mixta","bajo",9015,6857,0.7606,2880
"plátano verde","arcilloso","aspersión","química","bajo",7769,17535,2.257,2727
"cacao","franco","aspersión","mixta","bajo",5893,1508,0.2559,3415
"sandía","arenoso","goteo","química","medio",5084,10154,1.9972,4206
"plátano verde","arcilloso","goteo","orgánica","alto",7698,25000,3.2476,3703
"sandía","franco","goteo","química","alto",4825,14321,2.9681,4245
"plátano verde","arenoso","goteo","mixta","alto",5000,24467,4.8934,3021
"arroz","arcilloso","gravedad","orgánica","bajo",6878,7485,1.0883,2998
"melón","arcilloso","aspersión","química","alto",6708,11617,1.7318,3904
"sandía","arcilloso","aspersión","mixta","medio",6078,12958,2.132,3979
"melón","franco","goteo","química","alto",6057,10287,1.6984,3884
"cacao","franco","goteo","orgánica","alto",5778,1700,0.2942,3596
"cacao","franco-arcilloso","gravedad","mixta","medio",5299,1429,0.2697,3439
"cacao","franco-arcilloso","goteo","orgánica","bajo",6998,1259,0.1799,3761
"maíz","franco-arcilloso","aspersión","química","medio",4941,10393,2.1034,3395
"melón","arcilloso","gravedad","química","bajo",6478,9702,1.4977,4687
"melón","franco","gravedad","química","alto",6642,12223,1.8403,3478
"arroz","arenoso","aspersión","química","bajo",5506,7418,1.3473,3804
"arroz","arcilloso","aspersión","química","alto",7684,8055,1.0483,3185
"sandía","franco-arcilloso","aspersión","química","bajo",6614,11793,1.783,3922
"banano","arcilloso","gravedad","química","medio",7881,27242,3.4567,4550
"arroz","franco","aspersión","orgánica","bajo",8473,9411,1.1107,4672
"sandía","arcilloso","aspersión","mixta","alto",7090,12662,1.7859,5232
"melón","franco","gravedad","mixta","bajo",6416,9053,1.411,4981
"cacao","franco-arcilloso","gravedad","orgánica","medio",7106,1647,0.2318,2814
"melón","franco","goteo","química","alto",5639,7376,1.308,3749
"melón","franco","goteo","mixta","bajo",7463,7779,1.0423,5210
"arroz","franco","goteo","química","bajo",6225,9658,1.5515,3133
"sandía","arcilloso","aspersión","química","medio",11053,3549,0.3211,4269
"melón","franco-arcilloso","goteo","orgánica","alto",7493,9842,1.3135,2815
"arroz","arcilloso","aspersión","química","alto",7649,9007,1.1775,4457
"melón","arcilloso","goteo","orgánica","bajo",6206,9877,1.5915,4346
"plátano verde","arcilloso","goteo","química","alto",7072,19368,2.7387,4988
"arroz","franco","goteo","química","medio",6337,7675,1.2111,3280
"maíz","franco","aspersión","mixta","medio",7230,8836,1.2221,2641
"plátano verde","arenoso","aspersión","orgánica","medio",8418,23886,2.8375,2937
"plátano verde","arenoso","goteo","orgánica","medio",6408,23826,3.7182,4555
"maíz","arcilloso","gravedad","química","alto",5696,10019,1.759,4770
"plátano verde","franco-arcilloso","goteo","mixta","alto",4790,22559,4.7096,3652
"cacao","arcilloso","goteo","química","alto",7439,1563,0.2101,3728
"arroz","franco-arcilloso","aspersión","orgánica","medio",6631,9675,1.4591,4284
"banano","franco","gravedad","mixta","alto",6908,27573,3.9915,3909
"maíz","arcilloso","aspersión","mixta","medio",7878,7855,0.9971,4216
"banano","arenoso","goteo","orgánica","medio",5935,29174,4.9156,4492
"sandía","franco-arcilloso","gravedad","química","medio",7077,11604,1.6397,2751
"banano","arcilloso","aspersión","mixta","alto",7931,29369,3.7031,3263
"arroz","franco","goteo","química","alto",4046,9426,2.3297,3713
"sandía","arenoso","gravedad","química","medio",7105,9762,1.374,2797
"maíz","arenoso","aspersión","química","medio",6316,9666,1.5304,5534
"banano","franco","gravedad","química","bajo",6617,21940,3.3157,3537
"arroz","arcilloso","goteo","orgánica","bajo",7415,8317,1.1216,3954
"plátano verde","franco","aspersión","orgánica","bajo",6164,22075,3.5813,4234
"banano","franco-arcilloso","aspersión","mixta","medio",6400,26141,4.0845,3192
"cacao","franco","aspersión","orgánica","alto",6649,1492,0.2244,2689
"arroz","franco-arcilloso","aspersión","orgánica","bajo",8916,7821,0.8772,3656
"maíz","arcilloso","aspersión","química","medio",5716,8856,1.5493,4233
"cacao","franco","goteo","orgánica","medio",6964,1677,0.2408,5086
"plátano verde","franco-arcilloso","goteo","mixta","bajo",8738,24074,2.7551,5480
"plátano verde","franco-arcilloso","gravedad","química","alto",5901,19951,3.381,2240
"plátano verde","arenoso","goteo","orgánica","bajo",7012,18624,2.656,3639
"arroz","arcilloso","aspersión","orgánica","medio",5856,8289,1.4155,3494
"sandía","franco","goteo","mixta","bajo",6430,11367,1.7678,3260
"banano","arcilloso","aspersión","mixta","medio",6968,25388,3.6435,4939
"arroz","franco","aspersión","química","medio",8355,7539,0.9023,3296
"sandía","arcilloso","goteo","orgánica","bajo",8654,10328,1.1934,3119
"plátano verde","franco-arcilloso","aspersión","mixta","bajo",6697,15713,2.3463,2877
"melón","franco-arcilloso","aspersión","orgánica","medio",5965,9629,1.6142,5226
"maíz","arcilloso","goteo","química","medio",4133,9059,2.1919,2972
"sandía","franco-arcilloso","gravedad","mixta","bajo",8692,13393,1.5408,5033
"cacao","arcilloso","gravedad","química","medio",7384,1236,0.1674,4394
"cacao","franco","goteo","mixta","medio",6965,1438,0.2065,4193
"arroz","franco","aspersión","mixta","medio",6963,6284,0.9025,3432
"banano","franco","goteo","orgánica","medio",6877,27098,3.9404,5589
"plátano verde","arcilloso","aspersión","química","medio",7290,24908,3.4167,3905
"maíz","franco","aspersión","química","medio",7158,8664,1.2104,3977
"banano","franco","aspersión","mixta","bajo",5437,21409,3.9376,4207
"maíz","arenoso","gravedad","química","medio",7154,7772,1.0864,4626
"banano","arenoso","goteo","química","medio",7352,25149,3.4207,3901
"banano","arcilloso","goteo","orgánica","alto",7572,29618,3.9115,4429
"maíz","arenoso","gravedad","orgánica","bajo",8384,8314,0.9917,4596
"banano","franco","gravedad","química","bajo",6618,24119,3.6445,3551
"banano","arcilloso","gravedad","orgánica","medio",8823,22524,2.5529,3679
"melón","arcilloso","gravedad","orgánica","bajo",8235,11439,1.3891,3794
"melón","franco","gravedad","química","bajo",7458,10943,1.4673,5141
"arroz","franco","goteo","orgánica","bajo",6009,5786,0.9629,3881
"banano","arenoso","gravedad","mixta","medio",7528,24927,3.3112,4499
"banano","arcilloso","goteo","mixta","medio",6598,22255,3.373,4586
"plátano verde","franco-arcilloso","goteo","química","medio",7016,23400,3.3352,4200
"plátano verde","franco-arcilloso","goteo","orgánica","medio",5774,21669,3.7529,1728
"melón","arcilloso","goteo","química","medio",7071,9614,1.3596,3116
"arroz","franco-arcilloso","gravedad","mixta","alto",10051,2938,0.2923,3659
"sandía","arenoso","goteo","mixta","medio",10095,4824,0.4779,4037
"plátano verde","arcilloso","gravedad","química","bajo",7335,22069,3.0087,2949
"melón","arenoso","gravedad","química","medio",7117,10070,1.4149,3016
"plátano verde","franco","gravedad","mixta","bajo",6176,23386,3.7866,3936
"melón","arcilloso","aspersión","orgánica","alto",5898,9823,1.6655,3479
"plátano verde","arcilloso","goteo","mixta","alto",4892,24152,4.937,3806
"cacao","arenoso","gravedad","orgánica","medio",7770,1582,0.2036,4338
"arroz","arcilloso","aspersión","orgánica","medio",9685,2922,0.3017,5643
"maíz","franco","aspersión","química","medio",7012,7890,1.1252,3184
"plátano verde","franco","gravedad","mixta","medio",6248,20856,3.338,3269
"arroz","arcilloso","goteo","orgánica","bajo",4111,8000,1.946,4152
"maíz","franco-arcilloso","goteo","mixta","alto",4470,9314,2.0837,4095
"banano","franco","aspersión","mixta","medio",5557,28771,5.1774,4280
"banano","franco","goteo","orgánica","medio",5194,23453,4.5154,3074
"arroz","arcilloso","gravedad","mixta","medio",6976,7979,1.1438,3612
"plátano verde","arcilloso","goteo","orgánica","bajo",6104,18515,3.0333,4076
"plátano verde","franco-arcilloso","aspersión","química","medio",6758,21934,3.2456,4381
"melón","arenoso","aspersión","orgánica","medio",7133,9397,1.3174,4489
"banano","franco-arcilloso","aspersión","mixta","bajo",7489,23584,3.1492,4092
"arroz","arenoso","goteo","mixta","medio",7034,6954,0.9886,2968
"maíz","arcilloso","gravedad","orgánica","medio",9397,8513,0.9059,3735
"arroz","arenoso","goteo","orgánica","alto",6027,8217,1.3634,4524
"sandía","franco-arcilloso","goteo","mixta","medio",5896,12296,2.0855,4990
"melón","arcilloso","gravedad","orgánica","medio",8064,11668,1.4469,4017
"cacao","franco-arcilloso","goteo","orgánica","alto",9169,1624,0.1771,2724
"maíz","franco","gravedad","orgánica","medio",9586,8857,0.924,3766
"arroz","franco","goteo","orgánica","alto",5482,8115,1.4803,3097
"cacao","arenoso","aspersión","mixta","medio",8092,1510,0.1866,3894
"plátano verde","franco-arcilloso","gravedad","orgánica","medio",10553,12337,1.1691,4037
"maíz","arenoso","aspersión","química","medio",7018,9575,1.3643,4854
"plátano verde","arcilloso","gravedad","mixta","medio",8561,20938,2.4457,3405
"cacao","arenoso","gravedad","mixta","bajo",7985,1810,0.2267,4359
"banano","franco","gravedad","orgánica","medio",7066,28354,4.0127,4861
"plátano verde","franco-arcilloso","gravedad","química","medio",5394,22823,4.2312,4808
"cacao","franco","gravedad","mixta","bajo",7045,1486,0.2109,4166
"melón","franco-arcilloso","gravedad","orgánica","medio",7958,9916,1.246,4393
"cacao","franco-arcilloso","goteo","mixta","medio",5030,1181,0.2348,4411
"maíz","arenoso","aspersión","orgánica","bajo",5858,9489,1.6198,4353
"maíz","arcilloso","goteo","mixta","medio",8447,9028,1.0688,5734
"plátano verde","arenoso","aspersión","mixta","medio",6965,22077,3.1697,3653
"melón","franco","gravedad","química","alto",6495,11009,1.695,2968
"melón","franco-arcilloso","goteo","orgánica","medio",7506,12620,1.6813,4769
"melón","franco-arcilloso","gravedad","química","alto",19589,3419,0.1745,3504
"banano","franco-arcilloso","gravedad","orgánica","medio",5222,24734,4.7365,3918
"banano","franco","aspersión","orgánica","bajo",7438,26211,3.5239,4120
"maíz","franco","aspersión","orgánica","medio",7748,9225,1.1906,5263
"plátano verde","arcilloso","gravedad","mixta","bajo",7493,15737,2.1002,5051
"sandía","franco-arcilloso","gravedad","orgánica","bajo",6805,10300,1.5136,3961
"banano","arcilloso","aspersión","química","medio",7487,18651,2.4911,3535
"banano","franco","aspersión","mixta","medio",8073,27660,3.4262,3032
"plátano verde","franco-arcilloso","aspersión","mixta","medio",7992,24394,3.0523,4051
"sandía","franco","aspersión","química","medio",5960,12095,2.0294,4625
"banano","franco-arcilloso","aspersión","orgánica","medio",6626,26363,3.9787,7300
"plátano verde","franco","goteo","mixta","medio",5394,23033,4.2701,4280
"arroz","arenoso","goteo","química","bajo",7176,9122,1.2712,4324
"arroz","arcilloso","goteo","mixta","bajo",7780,8114,1.0429,4291
"arroz","arcilloso","aspersión","orgánica","medio",7557,7265,0.9614,5167
"plátano verde","arcilloso","aspersión","mixta","alto",7754,23655,3.0507,3620
"cacao","franco","aspersión","química","medio",7483,1380,0.1844,4554
"melón","arenoso","gravedad","mixta","medio",4962,11554,2.3285,4628
"cacao","arenoso","aspersión","orgánica","medio",8452,1636,0.1936,4822
"plátano verde","franco","gravedad","química","medio",7592,22311,2.9388,5624
"cacao","franco-arcilloso","goteo","orgánica","medio",7060,1216,0.1722,5365
"arroz","franco","aspersión","mixta","medio",7903,8918,1.1284,4937
"plátano verde","franco","gravedad","química","medio",5752,21473,3.7331,4884
"banano","franco","aspersión","química","medio",7091,24211,3.4143,4093
"arroz","arcilloso","aspersión","mixta","bajo",7850,7879,1.0037,5052
"sandía","arcilloso","aspersión","orgánica","bajo",6046,12982,2.1472,4909
"maíz","arenoso","goteo","orgánica","bajo",4504,8233,1.8279,3004
"plátano verde","arcilloso","goteo","química","bajo",6334,20507,3.2376,5135
"banano","arenoso","aspersión","orgánica","medio",7236,26192,3.6197,3870
"arroz","arcilloso","aspersión","química","medio",8000,8449,1.0561,4012
